"Timestamp","Cinsiyet","Şirketiniz hangi lokasyonda?","Tam zamanlı mı yarı zamanlı mı çalışıyorsunuz?","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Kaç yıllık deneyiminiz var?","Çalıştığınız Sektor? (Otomotiv, Bankacilik, Saglik vs)","Pozisyonunuzun Ismi?","Pozisyonunuzun Ismi?","Aylık Ortalama Net Maaşınız? (Turk Lirasi)","Yıllık ek net gelirleriniz? (prim bonus ve benzeri gelirlerin toplamı)","Yan haklarınız nelerdir?","Temmuz & Ağustos dönemi zam oranınız nedir?"
"9/25/2024 17:48:13","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Diğer","Satış pazarlama uzman yardımcısı ","Satış Pazarlama Uzman Yardımcısı ","31.000-40.000 TL","20.000-30.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%5-%10"
"9/25/2024 17:49:24","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Diğer","Lojistik ve Dış Ticaret Uzmanı","Lojistik Ve Dış Ticaret Uzmanı","31.000-40.000 TL","31.000-50.000 TL","Yan hakkim yok","%21-%35"
"9/25/2024 17:50:03","Kadın","Yurt dışı","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Yazılım mühendisi ","Yazılım Mühendisi ","120.000 TL ve üstü","150.000 TL ve üstü","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 17:50:40","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Perakende ve E-tıcaret","Raporlama Sorumlusu ","Raporlama Sorumlusu ","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 17:50:52","Kadın","Türkiye","Yarı zamanlı","Ofiste","1-49","0-1 Yıl","Eğitim","İngilizce Öğretmeni","İngilizce Öğretmeni","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 17:52:01","Kadın","Yurt dışı","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","operations agent (kişisel banka operasyon uzmanı)","Operations Agent (Kişisel Banka Operasyon Uzmanı)","31.000-40.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 17:52:45","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","İnşaat","Şehir Plancısı ","Şehir Plancısı ","31.000-40.000 TL","111.000-150.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 17:53:13","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Dijital Medya ve Eğlence","Sr performance marketing executive","Sr Performance Marketing Executive","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%5-%10"
"9/25/2024 17:54:36","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Proje sorumlusu","Proje Sorumlusu","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 17:55:14","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","12 ve ustu","Tekstil ve Hazır Giyim","Tasarım müdürü ","Tasarım Müdürü ","51.000-60.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/25/2024 17:56:19","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","5-7 Yıl","Dijital Medya ve Eğlence","Influencer marketing & content management manager","Influencer Marketing & Content Management Manager","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Henuz belli degil"
"9/25/2024 17:58:21","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","Dijital Medya ve Eğlence","Seo yoneticisi","Seo Yoneticisi","61.000-70.000 TL","Ek gelirim yok","Ulaşım Yardımı","Almadım"
"9/25/2024 17:59:24","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Diğer","Grafik Tasarımcı","Grafik Tasarımcı","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 17:59:39","Erkek","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Frontend Developer","Frontend Developer","21.000-30.000 TL","71.000-90.000 TL","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"9/25/2024 17:59:57","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Diğer","Uzman - ürün yönetimi ","Product Manager","41.000-50.000 TL","150.000 TL ve üstü","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 18:00:47","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","9-12 Yıl","Perakende ve E-tıcaret","Planlama müdürü ","Planlama Müdürü ","71.000-80.000 TL","31.000-50.000 TL","Yan hakkim yok","Almadım"
"9/25/2024 18:02:08","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","7-9 Yıl","Dijital Medya ve Eğlence","Social Media Group Head","Social Media Group Head","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 18:03:07","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","5-7 Yıl","Gıda ve İçecek","Muhasebe sorumlusu","Muhasebe Sorumlusu","21.000-30.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"9/25/2024 18:03:11","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","0-1 Yıl","Üretim","Ön muhasebeci","Ön Muhasebeci","10.000-20.000 TL","Ek gelirim yok","Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 18:05:35","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Mühendislik","Proje Mühendisi","Proje Mühendisi","31.000-40.000 TL","Ek gelirim yok","Yan hakkim yok","%11-%20"
"9/25/2024 18:05:54","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Uzman yardımcısı","Uzman Yardımcısı","41.000-50.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 18:06:05","Kadın","Türkiye","Tam zamanlı","Ofiste","50-99","1-3 Yıl","Tekstil ve Hazır Giyim","Merchandiser Assistant","Merchandiser Assistant","21.000-30.000 TL","20.000-30.000 TL","Yan hakkim yok","Almadım"
"9/25/2024 18:06:16","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Operations and Business Analysis Support Intern","Operations And Business Analysis Support Intern","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 18:06:35","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Tekstil ve Hazır Giyim","Üretim ve sevkiyat uzmanı ","Üretim Ve Sevkiyat Uzmanı ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Henuz belli degil"
"9/25/2024 18:06:50","Erkek","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Dijital Medya ve Eğlence","Digital Marketing Specialist","Digital Marketing Specialist","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:07:26","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Business Analyst ","Business Analyst ","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:09:24","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Senior Marketing Communications Specialist","Senior Marketing Communications Specialist","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/25/2024 18:12:04","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Mühendislik","Çevre Mühendisi ","Çevre Mühendisi ","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 18:13:48","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Tekstil ve Hazır Giyim","İhracat uzmanı ","İhracat Uzmanı ","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası","%11-%20"
"9/25/2024 18:14:08","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Üretim","İK & İdari İşler Uzmanı","İk & İdari İşler Uzmanı","31.000-40.000 TL","Ek gelirim yok","Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/25/2024 18:16:16","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Junior business intelligence consultant ","Junior Business Intelligence Consultant ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/25/2024 18:16:42","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","0-1 Yıl","Çevre ve Enerji","Satış Yöneticisi","Satış Yöneticisi","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:16:46","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","5-7 Yıl","Dijital Medya ve Eğlence","Sosyal Medya Uzmanı","Sosyal Medya Uzmanı","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:20:15","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","5-7 Yıl","Bilgi Teknolojileri ve Yazılım","Sap basis danismani","Sap Basis Danismani","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%21-%35"
"9/25/2024 18:20:19","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Sağlık ve Tıp","Klinik Araştırma Koordinatörü ","Klinik Araştırma Koordinatörü ","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 18:21:13","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Üretim","Dış Ticaret Sorumlusu/Dış Ticaret Elemanı","Dış Ticaret Sorumlusu/Dış Ticaret Elemanı","21.000-30.000 TL","Ek gelirim yok","Şirket Telefonu","Almadım"
"9/25/2024 18:21:45","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Otomotiv","Satın Alma Mühendisi ","Satın Alma Mühendisi ","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Şirket Telefonu","%21-%35"
"9/25/2024 18:23:35","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","iş analisti","Iş Analisti","51.000-60.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/25/2024 18:23:46","Kadın","Türkiye","Tam zamanlı","Ofiste","150-199","1-3 Yıl","Diğer","Gemi Operasyon Gider Kontrol Uzmanı","Gemi Operasyon Gider Kontrol Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%5-%10"
"9/25/2024 18:25:47","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","3-5 Yıl","İnşaat","İç mimar ","İç Mimar ","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:26:59","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Gıda ve İçecek","Proje yönetici asistanı","Proje Yönetici Asistanı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","Henuz belli degil"
"9/25/2024 18:27:17","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","5-7 Yıl","Otomotiv","Kalite mühendisi ","Kalite Mühendisi ","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:28:02","Erkek","Türkiye","Tam zamanlı","Ofiste","100-149","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Yazılım Destek Uzmanı","Yazılım Destek Uzmanı","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 18:30:51","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","9-12 Yıl","Üretim","Bordro Uzmanı ","Bordro Uzmanı ","41.000-50.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"9/25/2024 18:31:32","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","9-12 Yıl","Diğer","Hukuk uzmani","Hukuk Uzmani","61.000-70.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 18:32:28","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Business Analyst","Business Analyst","51.000-60.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/25/2024 18:33:42","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Otomotiv","Key account manager","Key Account Manager","51.000-60.000 TL","111.000-150.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","%5-%10"
"9/25/2024 18:34:00","Erkek","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Üretim","Teknik servis sorumlusu","Teknik Servis Sorumlusu","21.000-30.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%5-%10"
"9/25/2024 18:35:12","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Dijital Medya ve Eğlence","Dijital Pazarlama Uzmanı","Dijital Pazarlama Uzmanı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","Almadım"
"9/25/2024 18:35:42","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Project manager","Project Manager","51.000-60.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 18:36:48","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Diğer","Satınalma Uzmanı","Satınalma Uzmanı","31.000-40.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%11-%20"
"9/25/2024 18:37:15","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Otomotiv","Veri bilimi uzmanı","Veri Bilimi Uzmanı","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"9/25/2024 18:38:08","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","Data Engineer","Data Engineer","61.000-70.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%36-%50"
"9/25/2024 18:38:15","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Mühendislik","Yönetim Sistemleri ve  İç Kontrol Uzman Yardımcısı","Yönetim Sistemleri Ve  İç Kontrol Uzman Yardımcısı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)","%21-%35"
"9/25/2024 18:39:03","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Diğer","Müşteri temsilcisi","Müşteri Temsilcisi","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:39:09","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Sağlık ve Tıp","Satış ve pazarlama asistanı","Satış Ve Pazarlama Asistanı","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","Henuz belli degil"
"9/25/2024 18:42:31","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","1-3 Yıl","Çevre ve Enerji","Denetmen","Denetmen","41.000-50.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","Almadım"
"9/25/2024 18:42:37","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","0-1 Yıl","Diğer","satın alma mühendisi","Satın Alma Mühendisi","31.000-40.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:44:15","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Sağlık ve Tıp","Sosyal Medya Uzman Yardımcısı","Sosyal Medya Uzman Yardımcısı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu","%11-%20"
"9/25/2024 18:44:18","Kadın","Türkiye","Tam zamanlı","Hybrid","100-149","0-1 Yıl","Sağlık ve Tıp","Tıbbi satış mümessili","Tıbbi Satış Mümessili","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı","%11-%20"
"9/25/2024 18:46:46","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","0-1 Yıl","Tekstil ve Hazır Giyim","Ürün planlama uzmanı","Ürün Planlama Uzmanı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Ulaşım Yardımı","Almadım"
"9/25/2024 18:47:30","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Perakende ve E-tıcaret","Raporlama uzmani","Raporlama Uzmani","41.000-50.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 18:49:02","Kadın","Türkiye","Tam zamanlı","Hybrid","1-49","9-12 Yıl","Bilgi Teknolojileri ve Yazılım","Satış müdürü","Satış Müdürü","91.000-100.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı","Almadım"
"9/25/2024 18:49:50","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","3-5 Yıl","Otomotiv","Finansal Kontrölör","Finansal Kontrölör","51.000-60.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 18:56:09","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","3-5 Yıl","Bilgi Teknolojileri ve Yazılım","Müşteri hizmetleri ","Müşteri Hizmetleri ","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:56:23","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Finans ve Muhasebe","Ön muhasebe elemanı ","Ön Muhasebe Elemanı ","10.000-20.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs)","Almadım"
"9/25/2024 18:57:17","Kadın","Türkiye","Yarı zamanlı","Ofiste","1-49","0-1 Yıl","Eğitim","Öğretmen ","Öğretmen ","10.000-20.000 TL","Ek gelirim yok","Yan hakkim yok","Almadım"
"9/25/2024 18:57:20","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","0-1 Yıl","Eğitim","İngilizce öğretmeni","İngilizce Öğretmeni","31.000-40.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%21-%35"
"9/25/2024 18:57:46","Kadın","Yurt dışı","Tam zamanlı","Hybrid","200 ve ustu","3-5 Yıl","Diğer","Program Manager","Program Manager","91.000-100.000 TL","111.000-150.000 TL","Ulaşım Yardımı, Şirket Telefonu","Almadım"
"9/25/2024 18:59:24","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Dağıtım ve Toptan Tıcaret","E-ticaret Satış Uzmanı","E-Ticaret Satış Uzmanı","21.000-30.000 TL","Ek gelirim yok","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
"9/25/2024 18:59:49","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","1-3 Yıl","Bilgi Teknolojileri ve Yazılım","BT Risk ve Uyum Uzman Yardımcısı","Bt Risk Ve Uyum Uzman Yardımcısı","41.000-50.000 TL","20.000-30.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)","%11-%20"
"9/25/2024 19:01:49","Kadın","Türkiye","Tam zamanlı","Uzaktan","200 ve ustu","1-3 Yıl","Havacılık","Business Analyst","Business Analyst","71.000-80.000 TL","51.000-70.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%36-%50"
"9/25/2024 19:03:16","Kadın","Türkiye","Tam zamanlı","Uzaktan","1-49","7-9 Yıl","Diğer","Idari ve Ticari isler muduru","Idari Ve Ticari Isler Muduru","41.000-50.000 TL","Ek gelirim yok","Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Almadım"
"9/25/2024 19:05:34","Kadın","Türkiye","Tam zamanlı","Ofiste","200 ve ustu","1-3 Yıl","Finans ve Muhasebe","Veri bilimci","Veri Bilimci","31.000-40.000 TL","31.000-50.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","%11-%20"
"9/25/2024 19:05:37","Kadın","Türkiye","Tam zamanlı","Ofiste","1-49","1-3 Yıl","Otomotiv","Satın alma ve satış danışmanlığı","Satın Alma Ve Satış Danışmanlığı","21.000-30.000 TL","Ek gelirim yok","Yan hakkim yok","%5-%10"
"9/25/2024 19:08:01","Kadın","Türkiye","Tam zamanlı","Ofiste","100-149","7-9 Yıl","İnşaat","Muhasebe müdür yardımcısı ","Muhasebe Müdür Yardımcısı ","41.000-50.000 TL","71.000-90.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu","Henuz belli degil"
"9/25/2024 19:11:18","Kadın","Türkiye","Tam zamanlı","Hybrid","200 ve ustu","5-7 Yıl","Finans ve Muhasebe","Product owner","Product Owner","91.000-100.000 TL","91.000-110.000 TL","Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı","Almadım"
